PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
2741,Robert,Swift,Robert Swift,"Swift, Robert",R. Swift,robert-swift,1985-12-03T00:00:00,Bakersfield,USA,Bakersfield HS (CA)/USA,7-1,270,4,31,Center,Inactive,1610612760,Thunder,OKC,thunder,Oklahoma City,robert_swift,2004,2008,Y,Y,Y,2004,1,12
2863,Damien,Wilkins,Damien Wilkins,"Wilkins, Damien",D. Wilkins,damien-wilkins,1980-01-11T00:00:00,Georgia,USA,Georgia/USA,,,9,,,Inactive,0,,,,,damien_wilkins,2004,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted
2733,Shaun,Livingston,Shaun Livingston,"Livingston, Shaun",S. Livingston,shaun-livingston,1985-09-11T00:00:00,No College,USA,Peoria Central HS (IL)/USA,6-7,192,15,34,Guard,Inactive,1610612744,Warriors,GSW,warriors,Golden State,shaun_livingston,2004,2018,Y,Y,Y,2004,1,4
2763,Lionel,Chalmers,Lionel Chalmers,"Chalmers, Lionel",L. Chalmers,lionel-chalmers,1980-11-10T00:00:00,Xavier,USA,Xavier (Ohio)/USA,6-0,180,1,0,Guard,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,lionel_chalmers,2004,2004,N,Y,Y,2004,2,33
2624,Quinton,Ross,Quinton Ross,"Ross, Quinton",Q. Ross,quinton-ross,1981-04-30T00:00:00,Southern Methodist,USA,Southern Methodist/USA,,,6,,,Inactive,0,,,,,quinton_ross,2004,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00, ,USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,15,39,Center-Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2019,N,Y,Y,2004,1,1
2749,Jameer,Nelson,Jameer Nelson,"Nelson, Jameer",J. Nelson,jameer-nelson,1982-02-09T00:00:00,,USA,Saint Joseph's/USA,6-0,190,14,41,Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,jameer_nelson,2004,2017,N,Y,Y,2004,1,20
2772,Trevor,Ariza,Trevor Ariza,"Ariza, Trevor",T. Ariza,trevor-ariza,1985-06-30T00:00:00,UCLA,USA,UCLA/USA,6-8,215,15,8,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,trevor_ariza,2004,2019,N,Y,Y,2004,2,43
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,15,28,Guard-Forward,Active,1610612748,Heat,MIA,heat,Miami,andre_iguodala,2004,2019,N,Y,Y,2004,1,9
2754,Tony,Allen,Tony Allen,"Allen, Tony",T. Allen,tony-allen,1982-01-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,,,13,,,Inactive,0,,,,,tony_allen,2004,2017,N,Y,Y,2004,1,25
2744,Al,Jefferson,Al Jefferson,"Jefferson, Al",A. Jefferson,al-jefferson,1985-01-04T00:00:00,No College,USA,Prentiss HS (MS)/USA,6-10,280,13,25,Center,Inactive,1610612762,Jazz,UTA,jazz,Utah,al_jefferson,2004,2017,N,Y,Y,2004,1,15
2731,Emeka,Okafor,Emeka Okafor,"Okafor, Emeka",E. Okafor,emeka-okafor,1982-09-28T00:00:00,Connecticut,USA,Connecticut/USA,6-10,255,10,50,Center,Inactive,1610612766,Bobcats,CHA,hornets,Charlotte,emeka_okafor,2004,2017,Y,Y,Y,2004,1,2
2774,Bernard,Robinson,Bernard Robinson,"Robinson, Bernard",B. Robinson,bernard-robinson,1980-12-26T00:00:00,Michigan,USA,Michigan/USA,6-6,210,3,22,Guard-Forward,Inactive,1610612766,Bobcats,CHA,hornets,Charlotte,bernard_robinson,2004,2006,N,Y,Y,2004,2,45
2804,Andres,Nocioni,Andres Nocioni,"Nocioni, Andres",A. Nocioni,andres-nocioni,1979-11-30T00:00:00,"Santa Fe, Argentina",Argentina,Tau Ceramica/Argentina,,,7,,,Inactive,0,,,,,andres_nocioni,2004,2016,N,Y,Y,Undrafted,Undrafted,Undrafted
2732,Ben,Gordon,Ben Gordon,"Gordon, Ben",B. Gordon,ben-gordon,1983-04-04T00:00:00,Connecticut,USA,Connecticut/USA,6-3,205,11,7,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,ben_gordon,2004,2014,Y,Y,Y,2004,1,3
2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,luol-deng,1985-04-16T00:00:00,Duke,United Kingdom,Duke/United Kingdom,6-9,237,15,9,Forward,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luol_deng,2004,2018,N,Y,Y,2004,1,7
2876,Jared,Reiner,Jared Reiner,"Reiner, Jared",J. Reiner,jared-reiner,1982-04-08T00:00:00,Iowa,USA,Iowa/USA,6-11,255,2,55,Center,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,jared_reiner,2004,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted
2768,Chris,Duhon,Chris Duhon,"Duhon, Chris",C. Duhon,chris-duhon,1982-08-31T00:00:00,Duke,USA,Duke/USA,6-1,190,9,21,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,chris_duhon,2004,2012,N,Y,Y,2004,2,38
2435,Mario,Kasun,Mario Kasun,"Kasun, Mario",M. Kasun,mario-kasun,1980-04-05T00:00:00,,,Croatia,7-1,260,1,41,Center,Inactive,1610612753,Magic,ORL,magic,Orlando,mario_kasun,2004,2005,N,Y,Y,2002,2,40
2776,Pape,Sow,Pape Sow,"Sow, Pape",P. Sow,pape-sow,1981-11-22T00:00:00,Cal State-Fullerton,Senegal,Cal State-Fullerton/Senegal,6-10,250,3,9,Forward,Inactive,1610612761,Raptors,TOR,raptors,Toronto,pape_sow,2004,2006,Y,Y,Y,2004,2,47
2367,Geno,Carlisle,Geno Carlisle,"Carlisle, Geno",G. Carlisle,geno-carlisle,1976-08-13T00:00:00,California,USA,California '99/USA,,,0,,,Inactive,0,,,,,geno_carlisle,2004,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted
2852,Awvee,Storey,Awvee Storey,"Storey, Awvee",A. Storey,awvee-storey,1977-04-18T00:00:00,Arizona State,USA,Arizona State/USA,6-6,225,3,20,Forward-Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,awvee_storey,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted
2773,Tim,Pickett,Tim Pickett,"Pickett, Tim",T. Pickett,tim-pickett,1981-04-18T00:00:00,Florida State,USA,Florida State/USA,,,0,,,Inactive,0,,,,,tim_pickett,,,Y,N,Y,2004,2,44
2782,Matt,Freije,Matt Freije,"Freije, Matt",M. Freije,matt-freije,1981-10-02T00:00:00,Vanderbilt,USA,Vanderbilt/USA,,,2,,,Inactive,0,,,,,matt_freije,2004,2006,N,Y,Y,2004,2,53
2857,Andre,Barrett,Andre Barrett,"Barrett, Andre",A. Barrett,andre-barrett,1982-02-21T00:00:00,Seton Hall, ,Seton Hall,,,4,,,Inactive,0,,,,,andre_barrett,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted
2770,Justin,Reed,Justin Reed,"Reed, Justin",J. Reed,justin-reed,1982-01-16T00:00:00,Mississippi,USA,Mississippi/USA,,,3,,,Inactive,0,,,,,justin_reed,2004,2006,Y,Y,Y,2004,2,40
2753,Delonte,West,Delonte West,"West, Delonte",D. West,delonte-west,1983-07-26T00:00:00,, ,Saint Joseph's,6-3,180,8,13,Guard,Inactive,1610612738,Celtics,BOS,celtics,Boston,delonte_west,2004,2011,Y,Y,Y,2004,1,24
2764,Donta,Smith,Donta Smith,"Smith, Donta",D. Smith,donta-smith,1983-11-27T00:00:00,S.E.Illinois,USA,Southeastern Illinois/USA,6-7,215,1,15,Guard,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,donta_smith,2004,2005,Y,Y,Y,2004,2,34
2798,Horace,Jenkins,Horace Jenkins,"Jenkins, Horace",H. Jenkins,horace-jenkins,1974-10-14T00:00:00,William Paterson,USA,William Paterson/USA,6-1,180,1,5,Guard,Inactive,1610612765,Pistons,DET,pistons,Detroit,horace_jenkins,2004,2004,N,Y,Y,Undrafted,Undrafted,Undrafted
2451,Corsley,Edwards,Corsley Edwards,"Edwards, Corsley",C. Edwards,corsley-edwards,1979-03-05T00:00:00,Central Connecticut State, ,Central Connecticut State,,,0,,,Inactive,0,,,,,corsley_edwards,2002,2004,Y,Y,Y,2002,2,57
2766,Antonio,Burks,Antonio Burks,"Burks, Antonio",A. Burks,antonio-burks,1980-02-25T00:00:00,Memphis,USA,Memphis/USA,6-0,195,1,1,Guard,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,antonio_burks,2004,2005,N,Y,Y,2004,2,36
2800,Tony,Bobbitt,Tony Bobbitt,"Bobbitt, Tony",T. Bobbitt,tony-bobbitt,1979-10-22T00:00:00,Cincinnati,USA,Cincinnati/USA,,,1,,,Inactive,0,,,,,tony_bobbitt,2004,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted
2784,Luis,Flores,Luis Flores,"Flores, Luis",L. Flores,luis-flores,1981-04-11T00:00:00,Manhattan,USA,Manhattan/USA,6-2,195,1,12,Guard,Inactive,1610612744,Warriors,GSW,warriors,Golden State,luis_flores,2004,2004,N,Y,Y,2004,2,55
2825,Ibrahim,Kutluay,Ibrahim Kutluay,"Kutluay, Ibrahim",I. Kutluay,ibrahim-kutluay,1974-01-07T00:00:00,Turkey,USA,Turkey/USA,,,0,,,Inactive,0,,,,,ibrahim_kutluay,2004,2004,N,Y,Y,Undrafted,Undrafted,Undrafted
2775,Seung-Jin,Ha,Ha Ha,"Ha, Ha",H. Ha,seung-jin-ha,1985-08-04T00:00:00,Yonsei (KOR),South Korea,Yonsei (KOR)/South Korea,7-3,305,2,5,Center,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,seung-jin_ha,2004,2005,Y,Y,Y,2004,2,46
2839,James,Thomas,James Thomas,"Thomas, James",J. Thomas,james-thomas,1980-11-22T00:00:00,Texas,USA,Texas/USA,,,1,,,Inactive,0,,,,,james_thomas,2004,2005,N,Y,Y,Undrafted,Undrafted,Undrafted
2765,Andre,Emmett,Andre Emmett,"Emmett, Andre",A. Emmett,andre-emmett,1982-08-27T00:00:00,Texas Tech, ,Texas Tech,,,2,,,Inactive,0,,,,,andre_emmett,2004,2011,Y,Y,Y,2004,2,35
2688,Brandin,Knight,Brandin Knight,"Knight, Brandin",B. Knight,brandin-knight,1981-12-16T00:00:00,Pittsburgh,USA,Pittsburgh/USA,,,0,,,Inactive,0,,,,,brandin_knight,2004,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted
2873,Billy,Thomas,Billy Thomas,"Thomas, Billy",B. Thomas,billy-thomas,1975-12-23T00:00:00,Kansas,USA,Kansas/USA,6-5,220,3,12,Guard,Inactive,1610612751,Nets,NJN,nets,New Jersey,billy_thomas,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted
2751,Viktor,Khryapa,Viktor Khryapa,"Khryapa, Viktor",V. Khryapa,viktor-khryapa,1982-08-03T00:00:00,,Russia,Russia,,,3,,,Inactive,0,,,,,viktor_khryapa,2004,2008,N,Y,Y,2004,1,22
2748,Dorell,Wright,Dorell Wright,"Wright, Dorell",D. Wright,dorell-wright,1985-12-02T00:00:00,South Kent School,USA,South Kent Prep HS (CT)/USA,6-9,205,11,11,Forward-Guard,Inactive,1610612748,Heat,MIA,heat,Miami,dorell_wright,2004,2015,Y,Y,Y,2004,1,19
2486,Maurice,Baker,Maurice Baker,"Baker, Maurice",M. Baker,maurice-baker,1979-07-28T00:00:00,Oklahoma State,USA,Oklahoma State '02/USA,,,1,,,Inactive,0,,,,,maurice_baker,2002,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted
2750,Pavel,Podkolzin,Pavel Podkolzin,"Podkolzin, Pavel",P. Podkolzin,pavel-podkolzin,1985-01-15T00:00:00,,Russia,Russia,,,1,,,Inactive,0,,,,,pavel_podkolzin,2004,2005,Y,Y,Y,2004,1,21
2866,Jackie,Butler,Jackie Butler,"Butler, Jackie",J. Butler,jackie-butler,1985-03-10T00:00:00,Southern Illinois,USA,Coastal Christian Academy (VA)/USA,6-10,260,3,45,Center,Inactive,1610612752,Knicks,NYK,knicks,New York,jackie_butler,2004,2006,N,Y,Y,Undrafted,Undrafted,Undrafted
2891,Mark,Jones,Mark Jones,"Jones, Mark",M. Jones,mark-jones,1975-05-25T00:00:00,St. Bonaventure,USA,Central Florida/USA,6-6,215,0,7,Guard,Inactive,1610612753,Magic,ORL,magic,Orlando,mark_jones,1983,2004,Y,Y,Y,1983,4,82
101177,Fabricio,Oberto,Fabricio Oberto,"Oberto, Fabricio",F. Oberto,fabricio-oberto,1975-03-21T00:00:00,"Las Varillas, Argentina",Argentina,"Las Varillas, Argentina/Argentina",,,5,,,Inactive,0,,,,,fabricio_oberto,2005,2010,N,Y,Y,Undrafted,Undrafted,Undrafted
2694,Josh,Powell,Josh Powell,"Powell, Josh",J. Powell,josh-powell,1983-01-25T00:00:00,North Carolina State,USA,North Carolina State/USA,6-9,240,7,21,Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,josh_powell,2005,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted
101159,Dijon,Thompson,Dijon Thompson,"Thompson, Dijon",D. Thompson,dijon-thompson,1983-03-23T00:00:00,California-Los Angeles,USA,UCLA/USA,,,1,,,Inactive,0,,,,,dijon_thompson,2005,2006,Y,Y,Y,2005,2,54
101128,Francisco,Garcia,Francisco Garcia,"Garcia, Francisco",F. Garcia,francisco-garcia,1981-12-31T00:00:00,Louisville,Dominican Republic,Louisville/Dominican Republic,,,9,,,Inactive,0,,,,,francisco_garcia,2005,2014,N,Y,Y,2005,1,23
101179,Ronnie,Price,Ronnie Price,"Price, Ronnie",R. Price,ronnie-price,1983-06-21T00:00:00,Utah Valley, ,Utah Valley University/USA,6-2,190,12,14,Guard,Inactive,1610612762,Jazz,UTA,jazz,Utah,ronnie_price,2005,2016,N,Y,Y,Undrafted,Undrafted,Undrafted
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,chris-paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-1,175,14,3,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,chris_paul,2005,2019,N,Y,Y,2005,1,4
101138,Brandon,Bass,Brandon Bass,"Bass, Brandon",B. Bass,brandon-bass,1985-04-30T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,250,12,30,Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,brandon_bass,2005,2016,Y,Y,Y,2005,2,33
101178,Arvydas,Macijauskas,Arvydas Macijauskas,"Macijauskas, Arvydas",A. Macijauskas,arvydas-macijauskas,1980-01-19T00:00:00,Lithuania,Lithuania,Lithuania/Lithuania,6-4,214,0,6,Guard,Inactive,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,arvydas_macijauskas,2005,2005,N,Y,Y,Undrafted,Undrafted,Undrafted
101106,Andrew,Bogut,Andrew Bogut,"Bogut, Andrew",A. Bogut,andrew-bogut,1984-11-28T00:00:00,Utah,Australia,Utah/Australia,7-0,260,14,12,Center,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,andrew_bogut,2005,2018,N,Y,Y,2005,1,1
101184,Deng,Gai,Deng Gai,"Gai, Deng",D. Gai,deng-gai,1982-03-22T00:00:00,Fairfield,Sudan (UK),Fairfield/Sudan (UK),,,0,,,Inactive,0,,,,,deng_gai,2005,2005,N,Y,Y,Undrafted,Undrafted,Undrafted
101150,Lou,Williams,Lou Williams,"Williams, Lou",L. Williams,lou-williams,1986-10-27T00:00:00,No College,USA,"South Gwinnett HS (Snellville, GA)/USA",6-1,175,14,23,Guard,Active,1610612746,Clippers,LAC,clippers,LA,lou_williams,2005,2019,Y,Y,Y,2005,2,45
101129,Luther,Head,Luther Head,"Head, Luther",L. Head,luther-head,1982-11-26T00:00:00,Illinois,USA,Illinois/USA,,,5,,,Inactive,0,,,,,luther_head,2005,2010,Y,Y,Y,2005,1,24
101115,Andrew,Bynum,Andrew Bynum,"Bynum, Andrew",A. Bynum,andrew-bynum,1987-10-27T00:00:00,Saint Joseph,USA,St. Joseph HS (NJ)/USA,7-0,285,7,17,Center,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,andrew_bynum,2005,2013,N,Y,Y,2005,1,10
101132,Linas,Kleiza,Linas Kleiza,"Kleiza, Linas",L. Kleiza,linas-kleiza,1985-01-03T00:00:00,Missouri,Lithuania,Missouri/Lithuania,6-8,234,7,11,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,linas_kleiza,2005,2012,N,Y,Y,2005,1,27
101114,Deron,Williams,Deron Williams,"Williams, Deron",D. Williams,deron-williams,1984-06-26T00:00:00,Illinois,USA,Illinois/USA,6-3,200,12,31,Guard,Inactive,1610612762,Jazz,UTA,jazz,Utah,deron_williams,2005,2016,N,Y,Y,2005,1,3
101156,Robert,Whaley,Robert Whaley,"Whaley, Robert",R. Whaley,robert-whaley,1982-04-16T00:00:00,Walsh,USA,Walsh/USA,,,0,,,Inactive,0,,,,,robert_whaley,2005,2005,N,Y,Y,2005,2,51
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,raymond-felton,1984-06-26T00:00:00,North Carolina,USA,North Carolina/USA,6-1,205,14,2,Guard,Inactive,1610612760,Thunder,OKC,thunder,Oklahoma City,raymond_felton,2005,2018,N,Y,Y,2005,1,5
101118,Sean,May,Sean May,"May, Sean",S. May,sean-may,1984-04-04T00:00:00,North Carolina,USA,North Carolina/USA,6-9,266,4,42,Center-Forward,Inactive,1610612766,Bobcats,CHA,hornets,Charlotte,sean_may,2005,2009,N,Y,Y,2005,1,13
101137,Daniel,Ewing,Daniel Ewing,"Ewing, Daniel",D. Ewing,daniel-ewing,1983-03-26T00:00:00,Duke,USA,Duke/USA,6-3,185,1,3,Guard,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,daniel_ewing,2005,2006,N,Y,Y,2005,2,32
101189,James,Singleton,James Singleton,"Singleton, James",J. Singleton,james-singleton,1981-07-20T00:00:00,Murray State, ,Murray State,6-8,230,5,3,Forward,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,james_singleton,2005,2011,Y,Y,Y,Undrafted,Undrafted,Undrafted
101117,Yaroslav,Korolev,Yaroslav Korolev,"Korolev, Yaroslav",Y. Korolev,yaroslav-korolev,1987-05-07T00:00:00, ,Russia,Russia,6-9,203,2,8,Forward,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,yaroslav_korolev,2005,2006,Y,Y,Y,2005,1,12
101238,Boniface,Ndong,Boniface Ndong,"Ndong, Boniface",B. Ndong,boniface-ndong,1977-09-03T00:00:00,,Senegal,Unknown/Senegal,,,0,,,Inactive,0,,,,,boniface_ndong,2005,2005,N,Y,Y,Undrafted,Undrafted,Undrafted
101130,Johan,Petro,Johan Petro,"Petro, Johan",J. Petro,johan-petro,1986-01-27T00:00:00,,France,Pau Orthez/France,7-0,247,8,10,Center,Inactive,1610612760,Thunder,OKC,thunder,Oklahoma City,johan_petro,2005,2012,Y,Y,Y,2005,1,25
101131,Jason,Maxiell,Jason Maxiell,"Maxiell, Jason",J. Maxiell,jason-maxiell,1983-02-18T00:00:00,Cincinnati,USA,Cincinnati/USA,6-7,260,9,54,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,jason_maxiell,2005,2014,N,Y,Y,2005,1,26
101127,Jarrett,Jack,Jarrett Jack,"Jack, Jarrett",J. Jack,jarrett-jack,1983-10-28T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-3,200,13,55,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,jarrett_jack,2005,2017,Y,Y,Y,2005,1,22
101110,Martell,Webster,Martell Webster,"Webster, Martell",M. Webster,martell-webster,1986-12-04T00:00:00,Seattle Preparatory School,USA,Seattle Prep HS (WA)/USA,6-7,230,10,9,Forward-Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,martell_webster,2005,2014,Y,Y,Y,2005,1,6
101119,Rashad,McCants,Rashad McCants,"McCants, Rashad",R. McCants,rashad-mccants,1984-09-25T00:00:00,North Carolina,USA,North Carolina/USA,6-4,215,4,7,Guard,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rashad_mccants,2005,2008,Y,Y,Y,2005,1,14
101180,Sarunas,Jasikevicius,Sarunas Jasikevicius,"Jasikevicius, Sarunas",S. Jasikevicius,sarunas-jasikevicius,1976-03-05T00:00:00,Maryland,USSR,Maryland/USSR,,,2,,,Inactive,0,,,,,sarunas_jasikevicius,2005,2007,N,Y,Y,Undrafted,Undrafted,Undrafted
101122,Danny,Granger,Danny Granger,"Granger, Danny",D. Granger,danny-granger,1983-04-20T00:00:00,New Mexico,USA,New Mexico/USA,6-9,222,10,22,Forward-Guard,Inactive,1610612754,Pacers,IND,pacers,Indiana,danny_granger,2005,2014,N,Y,Y,2005,1,17
101143,Travis,Diener,Travis Diener,"Diener, Travis",T. Diener,travis-diener,1982-03-01T00:00:00,Marquette,USA,Marquette/USA,6-1,175,5,27,Guard,Inactive,1610612754,Pacers,IND,pacers,Indiana,travis_diener,2005,2009,N,Y,Y,2005,2,38
101182,Donell,Taylor,Donell Taylor,"Taylor, Donell",D. Taylor,donell-taylor,1982-07-26T00:00:00,,USA,Alabama-Birmingham/USA,6-5,193,2,21,Guard,Inactive,1610612764,Wizards,WAS,wizards,Washington,donell_taylor,2005,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted
101121,Joey,Graham,Joey Graham,"Graham, Joey",J. Graham,joey-graham,1982-06-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-7,230,6,12,Forward,Inactive,1610612761,Raptors,TOR,raptors,Toronto,joey_graham,2005,2010,Y,Y,Y,2005,1,16
101111,Charlie,Villanueva,Charlie Villanueva,"Villanueva, Charlie",C. Villanueva,charlie-villanueva,1984-08-24T00:00:00,Connecticut,USA,Connecticut/USA,6-11,232,11,3,Forward,Inactive,1610612765,Pistons,DET,pistons,Detroit,charlie_villanueva,2005,2015,N,Y,Y,2005,1,7
101181,Jose,Calderon,Jose Calderon,"Calderon, Jose",J. Calderon,jose-calderon,1981-09-28T00:00:00, ,Spain,Tau Ceramica/Spain,6-3,200,14,81,Guard,Inactive,1610612765,Pistons,DET,pistons,Detroit,jose_calderon,2005,2018,N,Y,Y,Undrafted,Undrafted,Undrafted
2853,Earl,Barron,Earl Barron,"Barron, Earl",E. Barron,earl-barron,1981-08-14T00:00:00,Memphis, ,Memphis,7-0,250,8,30,Forward-Center,Inactive,1610612748,Heat,MIA,heat,Miami,earl_barron,2005,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted
101134,Wayne,Simien,Wayne Simien,"Simien, Wayne",W. Simien,wayne-simien,1983-03-09T00:00:00,Kansas,USA,Kansas/USA,6-9,250,2,25,Forward,Inactive,1610612748,Heat,MIA,heat,Miami,wayne_simien,2005,2006,N,Y,Y,2005,1,29
101190,Matt,Walsh,Matt Walsh,"Walsh, Matt",M. Walsh,matt-walsh,1982-12-02T00:00:00,Florida,USA,Florida/USA,,,1,,,Inactive,0,,,,,matt_walsh,2005,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted
101160,Lawrence,Roberts,Lawrence Roberts,"Roberts, Lawrence",L. Roberts,lawrence-roberts,1982-10-20T00:00:00,Mississippi,USA,Mississippi State/USA,6-9,240,2,44,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,lawrence_roberts,2005,2006,Y,Y,Y,2005,2,55
101124,Hakim,Warrick,Hakim Warrick,"Warrick, Hakim",H. Warrick,hakim-warrick,1982-07-08T00:00:00,Syracuse,USA,Syracuse/USA,,,7,,,Inactive,0,,,,,hakim_warrick,2005,2012,Y,Y,Y,2005,1,19
101126,Nate,Robinson,Nate Robinson,"Robinson, Nate",N. Robinson,nate-robinson,1984-05-31T00:00:00,Washington,USA,Washington/USA,,,10,,,Inactive,0,,,,,nate_robinson,2005,2015,Y,Y,Y,2005,1,21
101112,Channing,Frye,Channing Frye,"Frye, Channing",C. Frye,channing-frye,1983-05-17T00:00:00,Arizona,USA,Arizona/USA,7-0,255,13,9,Forward-Center,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,channing_frye,2005,2018,N,Y,Y,2005,1,8
101155,Ryan,Gomes,Ryan Gomes,"Gomes, Ryan",R. Gomes,ryan-gomes,1982-09-01T00:00:00,Providence,USA,Providence/USA,,,7,,,Inactive,0,,,,,ryan_gomes,2005,2013,Y,Y,Y,2005,2,50
101158,Orien,Greene,Orien Greene,"Greene, Orien",O. Greene,orien-greene,1982-02-04T00:00:00,Louisana-Lafayette,USA,Louisiana-Lafayette/USA,,,3,,,Inactive,0,,,,,orien_greene,2005,2010,Y,Y,Y,2005,2,53
101107,Marvin,Williams,Marvin Williams,"Williams, Marvin",M. Williams,marvin-williams,1986-06-19T00:00:00,North Carolina,USA,North Carolina/USA,6-8,237,14,20,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,marvin_williams,2005,2019,N,Y,Y,2005,1,2
101136,Salim,Stoudamire,Salim Stoudamire,"Stoudamire, Salim",S. Stoudamire,salim-stoudamire,1982-10-11T00:00:00,Arizona, ,Arizona/USA,6-1,175,3,,Guard,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,salim_stoudamire,2005,2008,Y,Y,Y,2005,2,31
101212,Esteban,Batista,Esteban Batista,"Batista, Esteban",E. Batista,esteban-batista,1983-09-02T00:00:00,Uruguay,Uruguay,Uruguay/Uruguay,6-10,268,2,11,Forward-Center,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,esteban_batista,2005,2006,N,Y,Y,Undrafted,Undrafted,Undrafted
101147,Chris,Taft,Chris Taft,"Taft, Chris",C. Taft,chris-taft,1985-03-10T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-10,261,1,21,Forward,Inactive,1610612744,Warriors,GSW,warriors,Golden State,chris_taft,2005,2005,Y,Y,Y,2005,2,42
101223,Aaron,Miles,Aaron Miles,"Miles, Aaron",A. Miles,aaron-miles,1983-04-13T00:00:00,Kansas,USA,Kansas/USA,,,1,,,Inactive,0,,,,,aaron_miles,2005,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted
101209,Devin,Green,Devin Green,"Green, Devin",D. Green,devin-green,1982-10-25T00:00:00,Hampton,USA,Hampton/USA,,,1,,,Inactive,0,,,,,devin_green,2005,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted
340,Kevin,Pritchard,Kevin Pritchard,"Pritchard, Kevin",K. Pritchard,kevin-pritchard,1967-07-17T00:00:00,Kansas,USA,Kansas/USA,6-3,180,3,12,Guard,Inactive,1610612744,Warriors,GOS,warriors,Golden State,kevin_pritchard,1990,1995,N,Y,Y,1990,2,34
